Dataset(id='mmarco/fr/dev/small', provides=['docs', 'queries', 'qrels', 'scoreddocs'])
TrecQrel(query_id='300674', doc_id='7067032', relevance=1, iteration='0')
TrecQrel(query_id='1027812', doc_id='7222529', relevance=1, iteration='0')
TrecQrel(query_id='1027650', doc_id='7222752', relevance=1, iteration='0')
TrecQrel(query_id='1102163', doc_id='7222808', relevance=1, iteration='0')
TrecQrel(query_id='1027373', doc_id='89161', relevance=1, iteration='0')
TrecQrel(query_id='1099806', doc_id='7223045', relevance=1, iteration='0')
TrecQrel(query_id='1099806', doc_id='7223048', relevance=1, iteration='0')
TrecQrel(query_id='1099805', doc_id='7223153', relevance=1, iteration='0')
TrecQrel(query_id='1027178', doc_id='7223176', relevance=1, iteration='0')
TrecQrel(query_id='1026991', doc_id='7223320', relevance=1, iteration='0')
TrecQrel(query_id='1026991', doc_id='7223327', relevance=1, iteration='0')
TrecQrel(query_id='1099803', doc_id='7223384', relevance=1, iteration='0')
TrecQrel(query_id='1026799', doc_id='7223830', relevance=1, iteration='0')
TrecQrel(query_id='1026775', doc_id='7223855', relevance=1, iteration='0')
TrecQrel(query_id='1026768', doc_id='7223929', relevance=1, iteration='0')
TrecQrel(query_id='1026148', doc_id='7224650', relevance=1, iteration='0')
TrecQrel(query_id='1025991', doc_id='7224789', relevance=1, iteration='0')
TrecQrel(query_id='1025801', doc_id='7225140', relevance=1, iteration='0')
TrecQrel(query_id='1025624', doc_id='7225389', relevance=1, iteration='0')
TrecQrel(query_id='1025483', doc_id='7225667', relevance=1, iteration='0')
TrecQrel(query_id='1025290', doc_id='7225843', relevance=1, iteration='0')
TrecQrel(query_id='1025270', doc_id='7225879', relevance=1, iteration='0')
TrecQrel(query_id='1025259', doc_id='7225897', relevance=1, iteration='0')
TrecQrel(query_id='1024904', doc_id='7226370', relevance=1, iteration='0')
TrecQrel(query_id='1024904', doc_id='7226373', relevance=1, iteration='0')
TrecQrel(query_id='1024893', doc_id='7226385', relevance=1, iteration='0')
TrecQrel(query_id='1024835', doc_id='7226565', relevance=1, iteration='0')
TrecQrel(query_id='1024727', doc_id='1216143', relevance=1, iteration='0')
TrecQrel(query_id='1024672', doc_id='7226776', relevance=1, iteration='0')
TrecQrel(query_id='1024667', doc_id='7226805', relevance=1, iteration='0')
TrecQrel(query_id='1024592', doc_id='7226965', relevance=1, iteration='0')
TrecQrel(query_id='1024591', doc_id='7226978', relevance=1, iteration='0')
TrecQrel(query_id='1024528', doc_id='7227143', relevance=1, iteration='0')
TrecQrel(query_id='1099767', doc_id='7227323', relevance=1, iteration='0')
TrecQrel(query_id='1024305', doc_id='7227444', relevance=1, iteration='0')
TrecQrel(query_id='1024300', doc_id='7227476', relevance=1, iteration='0')
TrecQrel(query_id='1024288', doc_id='7227531', relevance=1, iteration='0')
TrecQrel(query_id='1024221', doc_id='7227653', relevance=1, iteration='0')
TrecQrel(query_id='1024166', doc_id='7227711', relevance=1, iteration='0')
TrecQrel(query_id='1024069', doc_id='7227866', relevance=1, iteration='0')
TrecQrel(query_id='1099761', doc_id='7227997', relevance=1, iteration='0')
TrecQrel(query_id='1099756', doc_id='7228575', relevance=1, iteration='0')
TrecQrel(query_id='1023025', doc_id='7228990', relevance=1, iteration='0')
TrecQrel(query_id='1022911', doc_id='844915', relevance=1, iteration='0')
TrecQrel(query_id='1022907', doc_id='7229185', relevance=1, iteration='0')
TrecQrel(query_id='1099746', doc_id='7229202', relevance=1, iteration='0')
TrecQrel(query_id='1022832', doc_id='7229404', relevance=1, iteration='0')
TrecQrel(query_id='1022782', doc_id='7229464', relevance=1, iteration='0')
TrecQrel(query_id='1022769', doc_id='7229482', relevance=1, iteration='0')
TrecQrel(query_id='1022735', doc_id='7229581', relevance=1, iteration='0')
TrecQrel(query_id='1022712', doc_id='7229651', relevance=1, iteration='0')
TrecQrel(query_id='1022712', doc_id='7229653', relevance=1, iteration='0')
TrecQrel(query_id='1022630', doc_id='7229744', relevance=1, iteration='0')
TrecQrel(query_id='1022621', doc_id='7229777', relevance=1, iteration='0')
TrecQrel(query_id='1022620', doc_id='7229780', relevance=1, iteration='0')
TrecQrel(query_id='1099739', doc_id='7229846', relevance=1, iteration='0')
TrecQrel(query_id='1022442', doc_id='4944453', relevance=1, iteration='0')
TrecQrel(query_id='1022410', doc_id='7230049', relevance=1, iteration='0')
TrecQrel(query_id='1022370', doc_id='7230094', relevance=1, iteration='0')
TrecQrel(query_id='1022359', doc_id='7230131', relevance=1, iteration='0')
TrecQrel(query_id='1099733', doc_id='7230403', relevance=1, iteration='0')
TrecQrel(query_id='1022198', doc_id='7230408', relevance=1, iteration='0')
TrecQrel(query_id='1022198', doc_id='7230416', relevance=1, iteration='0')
TrecQrel(query_id='1022178', doc_id='7230437', relevance=1, iteration='0')
TrecQrel(query_id='1022124', doc_id='2495184', relevance=1, iteration='0')
TrecQrel(query_id='1022022', doc_id='7230751', relevance=1, iteration='0')
TrecQrel(query_id='1021971', doc_id='7230798', relevance=1, iteration='0')
TrecQrel(query_id='1099729', doc_id='7230826', relevance=1, iteration='0')
TrecQrel(query_id='1021931', doc_id='7230876', relevance=1, iteration='0')
TrecQrel(query_id='1021900', doc_id='7231005', relevance=1, iteration='0')
TrecQrel(query_id='1099726', doc_id='7231151', relevance=1, iteration='0')
TrecQrel(query_id='1021797', doc_id='7231200', relevance=1, iteration='0')
TrecQrel(query_id='1021695', doc_id='7231321', relevance=1, iteration='0')
TrecQrel(query_id='1021682', doc_id='7231345', relevance=1, iteration='0')
TrecQrel(query_id='1021605', doc_id='7231423', relevance=1, iteration='0')
TrecQrel(query_id='1021327', doc_id='7231857', relevance=1, iteration='0')
TrecQrel(query_id='1021324', doc_id='7231901', relevance=1, iteration='0')
TrecQrel(query_id='1021318', doc_id='7231966', relevance=1, iteration='0')
TrecQrel(query_id='1021277', doc_id='7232021', relevance=1, iteration='0')
TrecQrel(query_id='1021170', doc_id='7232099', relevance=1, iteration='0')
TrecQrel(query_id='1021065', doc_id='7232228', relevance=1, iteration='0')
TrecQrel(query_id='1021053', doc_id='7232251', relevance=1, iteration='0')
TrecQrel(query_id='1020907', doc_id='7179791', relevance=1, iteration='0')
TrecQrel(query_id='1020724', doc_id='7232727', relevance=1, iteration='0')
TrecQrel(query_id='1020710', doc_id='7232730', relevance=1, iteration='0')
TrecQrel(query_id='1020500', doc_id='7232975', relevance=1, iteration='0')
TrecQrel(query_id='1020376', doc_id='7233137', relevance=1, iteration='0')
TrecQrel(query_id='1099706', doc_id='7233145', relevance=1, iteration='0')
TrecQrel(query_id='1020244', doc_id='7233354', relevance=1, iteration='0')
TrecQrel(query_id='1020244', doc_id='7233356', relevance=1, iteration='0')
TrecQrel(query_id='1020198', doc_id='7233492', relevance=1, iteration='0')
TrecQrel(query_id='1099700', doc_id='7233819', relevance=1, iteration='0')
TrecQrel(query_id='1019787', doc_id='7234243', relevance=1, iteration='0')
TrecQrel(query_id='1019783', doc_id='73242', relevance=1, iteration='0')
TrecQrel(query_id='1019724', doc_id='7234407', relevance=1, iteration='0')
TrecQrel(query_id='1019705', doc_id='7234511', relevance=1, iteration='0')
TrecQrel(query_id='1019649', doc_id='7234626', relevance=1, iteration='0')
TrecQrel(query_id='1019602', doc_id='7234681', relevance=1, iteration='0')
TrecQrel(query_id='1019414', doc_id='7234958', relevance=1, iteration='0')
TrecQrel(query_id='1019262', doc_id='7235073', relevance=1, iteration='0')
TrecQrel(query_id='1019236', doc_id='7235110', relevance=1, iteration='0')
TrecQrel(query_id='1019200', doc_id='7235182', relevance=1, iteration='0')
TrecQrel(query_id='1018918', doc_id='7235642', relevance=1, iteration='0')
TrecQrel(query_id='1018807', doc_id='7235794', relevance=1, iteration='0')
TrecQrel(query_id='1018658', doc_id='7236028', relevance=1, iteration='0')
TrecQrel(query_id='1018359', doc_id='7236403', relevance=1, iteration='0')
TrecQrel(query_id='1099670', doc_id='7236803', relevance=1, iteration='0')
TrecQrel(query_id='1018056', doc_id='7236861', relevance=1, iteration='0')
TrecQrel(query_id='1018032', doc_id='7236940', relevance=1, iteration='0')
TrecQrel(query_id='1018032', doc_id='7236941', relevance=1, iteration='0')
TrecQrel(query_id='1017971', doc_id='7237117', relevance=1, iteration='0')
TrecQrel(query_id='1017966', doc_id='7237129', relevance=1, iteration='0')
TrecQrel(query_id='1017952', doc_id='2388250', relevance=1, iteration='0')
TrecQrel(query_id='1017830', doc_id='1263638', relevance=1, iteration='0')
TrecQrel(query_id='1017773', doc_id='7237217', relevance=1, iteration='0')
TrecQrel(query_id='1017706', doc_id='7237284', relevance=1, iteration='0')
TrecQrel(query_id='1017692', doc_id='7237292', relevance=1, iteration='0')
TrecQrel(query_id='1017687', doc_id='7237302', relevance=1, iteration='0')
TrecQrel(query_id='1017605', doc_id='7237410', relevance=1, iteration='0')
TrecQrel(query_id='1017537', doc_id='7237531', relevance=1, iteration='0')
TrecQrel(query_id='1017529', doc_id='7237580', relevance=1, iteration='0')
TrecQrel(query_id='1017524', doc_id='7237598', relevance=1, iteration='0')
TrecQrel(query_id='1017476', doc_id='7237632', relevance=1, iteration='0')
TrecQrel(query_id='1017276', doc_id='7237947', relevance=1, iteration='0')
TrecQrel(query_id='1017204', doc_id='7237997', relevance=1, iteration='0')
TrecQrel(query_id='1099656', doc_id='7238360', relevance=1, iteration='0')
TrecQrel(query_id='1016915', doc_id='7238461', relevance=1, iteration='0')
TrecQrel(query_id='1016879', doc_id='7238544', relevance=1, iteration='0')
TrecQrel(query_id='1099653', doc_id='7238718', relevance=1, iteration='0')
TrecQrel(query_id='1016676', doc_id='7238811', relevance=1, iteration='0')
TrecQrel(query_id='1016611', doc_id='7239072', relevance=1, iteration='0')
TrecQrel(query_id='1016583', doc_id='7239131', relevance=1, iteration='0')
TrecQrel(query_id='1016565', doc_id='7239183', relevance=1, iteration='0')
TrecQrel(query_id='1016460', doc_id='7239320', relevance=1, iteration='0')
TrecQrel(query_id='1016281', doc_id='7239443', relevance=1, iteration='0')
TrecQrel(query_id='1016254', doc_id='7239542', relevance=1, iteration='0')
TrecQrel(query_id='1016154', doc_id='7239631', relevance=1, iteration='0')
TrecQrel(query_id='1016015', doc_id='7239766', relevance=1, iteration='0')
TrecQrel(query_id='1016013', doc_id='6975555', relevance=1, iteration='0')
TrecQrel(query_id='1015641', doc_id='7240024', relevance=1, iteration='0')
TrecQrel(query_id='1099636', doc_id='7240158', relevance=1, iteration='0')
TrecQrel(query_id='1015347', doc_id='7240345', relevance=1, iteration='0')
TrecQrel(query_id='1015307', doc_id='7240379', relevance=1, iteration='0')
TrecQrel(query_id='1099632', doc_id='7240603', relevance=1, iteration='0')
TrecQrel(query_id='1014885', doc_id='1100911', relevance=1, iteration='0')
TrecQrel(query_id='1014884', doc_id='7240637', relevance=1, iteration='0')
TrecQrel(query_id='1014264', doc_id='7241147', relevance=1, iteration='0')
TrecQrel(query_id='1099626', doc_id='7241157', relevance=1, iteration='0')
TrecQrel(query_id='1014242', doc_id='7241170', relevance=1, iteration='0')
TrecQrel(query_id='1014210', doc_id='7241222', relevance=1, iteration='0')
TrecQrel(query_id='1014210', doc_id='3936732', relevance=1, iteration='0')
TrecQrel(query_id='1014132', doc_id='7241339', relevance=1, iteration='0')
TrecQrel(query_id='1014131', doc_id='7241344', relevance=1, iteration='0')
TrecQrel(query_id='1013965', doc_id='7241551', relevance=1, iteration='0')
TrecQrel(query_id='1013797', doc_id='7241678', relevance=1, iteration='0')
TrecQrel(query_id='1013615', doc_id='7241873', relevance=1, iteration='0')
TrecQrel(query_id='1013592', doc_id='7241909', relevance=1, iteration='0')
TrecQrel(query_id='1013579', doc_id='7241951', relevance=1, iteration='0')
TrecQrel(query_id='1013570', doc_id='7241958', relevance=1, iteration='0')
TrecQrel(query_id='1013492', doc_id='7242060', relevance=1, iteration='0')
TrecQrel(query_id='1013424', doc_id='7242112', relevance=1, iteration='0')
TrecQrel(query_id='1013304', doc_id='7242268', relevance=1, iteration='0')
TrecQrel(query_id='1013267', doc_id='7242338', relevance=1, iteration='0')
TrecQrel(query_id='1013229', doc_id='7242422', relevance=1, iteration='0')
TrecQrel(query_id='1013114', doc_id='7242575', relevance=1, iteration='0')
TrecQrel(query_id='1012866', doc_id='7242961', relevance=1, iteration='0')
TrecQrel(query_id='1012865', doc_id='7242969', relevance=1, iteration='0')
TrecQrel(query_id='1012780', doc_id='7243111', relevance=1, iteration='0')
TrecQrel(query_id='1099595', doc_id='7243405', relevance=1, iteration='0')
TrecQrel(query_id='1012547', doc_id='7243485', relevance=1, iteration='0')
TrecQrel(query_id='1012547', doc_id='7243486', relevance=1, iteration='0')
TrecQrel(query_id='1012464', doc_id='7243610', relevance=1, iteration='0')
TrecQrel(query_id='1012431', doc_id='7243711', relevance=1, iteration='0')
TrecQrel(query_id='1012329', doc_id='2803186', relevance=1, iteration='0')
TrecQrel(query_id='1012328', doc_id='7244033', relevance=1, iteration='0')
TrecQrel(query_id='1012026', doc_id='7244458', relevance=1, iteration='0')
TrecQrel(query_id='1011925', doc_id='5464614', relevance=1, iteration='0')
TrecQrel(query_id='1011713', doc_id='7245148', relevance=1, iteration='0')
TrecQrel(query_id='1011663', doc_id='7245227', relevance=1, iteration='0')
TrecQrel(query_id='1011618', doc_id='7153433', relevance=1, iteration='0')
TrecQrel(query_id='1011512', doc_id='7245533', relevance=1, iteration='0')
TrecQrel(query_id='1011382', doc_id='7245699', relevance=1, iteration='0')
TrecQrel(query_id='1011381', doc_id='7245709', relevance=1, iteration='0')
TrecQrel(query_id='1011328', doc_id='7245812', relevance=1, iteration='0')
TrecQrel(query_id='1011248', doc_id='7246062', relevance=1, iteration='0')
TrecQrel(query_id='1011166', doc_id='7246297', relevance=1, iteration='0')
TrecQrel(query_id='1011140', doc_id='7246357', relevance=1, iteration='0')
TrecQrel(query_id='1011120', doc_id='7246430', relevance=1, iteration='0')
TrecQrel(query_id='1011044', doc_id='7246634', relevance=1, iteration='0')
TrecQrel(query_id='1011021', doc_id='7246712', relevance=1, iteration='0')
TrecQrel(query_id='1011018', doc_id='7246722', relevance=1, iteration='0')
TrecQrel(query_id='1010670', doc_id='7247038', relevance=1, iteration='0')
TrecQrel(query_id='1010615', doc_id='7247137', relevance=1, iteration='0')
TrecQrel(query_id='1010527', doc_id='7247196', relevance=1, iteration='0')
TrecQrel(query_id='1010524', doc_id='7247204', relevance=1, iteration='0')
TrecQrel(query_id='1099530', doc_id='7247338', relevance=1, iteration='0')
TrecQrel(query_id='1010287', doc_id='7247530', relevance=1, iteration='0')
TrecQrel(query_id='1010173', doc_id='7247595', relevance=1, iteration='0')
TrecQrel(query_id='1010151', doc_id='7247655', relevance=1, iteration='0')
TrecQrel(query_id='1010057', doc_id='7247841', relevance=1, iteration='0')
TrecQrel(query_id='1010048', doc_id='7247851', relevance=1, iteration='0')
TrecQrel(query_id='1009994', doc_id='7247940', relevance=1, iteration='0')
TrecQrel(query_id='1009994', doc_id='7247941', relevance=1, iteration='0')
TrecQrel(query_id='1009961', doc_id='7248023', relevance=1, iteration='0')
TrecQrel(query_id='1009749', doc_id='7248219', relevance=1, iteration='0')
TrecQrel(query_id='1009742', doc_id='7248275', relevance=1, iteration='0')
TrecQrel(query_id='1009724', doc_id='7248353', relevance=1, iteration='0')
TrecQrel(query_id='1009695', doc_id='7248372', relevance=1, iteration='0')
TrecQrel(query_id='1009610', doc_id='7248448', relevance=1, iteration='0')
TrecQrel(query_id='1009527', doc_id='7248568', relevance=1, iteration='0')
TrecQrel(query_id='1009388', doc_id='7248824', relevance=1, iteration='0')
TrecQrel(query_id='1009237', doc_id='2587770', relevance=1, iteration='0')
TrecQrel(query_id='1009183', doc_id='7249211', relevance=1, iteration='0')
TrecQrel(query_id='1009183', doc_id='7249212', relevance=1, iteration='0')
TrecQrel(query_id='1009023', doc_id='7249337', relevance=1, iteration='0')
TrecQrel(query_id='1008979', doc_id='7249525', relevance=1, iteration='0')
TrecQrel(query_id='1008977', doc_id='7249575', relevance=1, iteration='0')
TrecQrel(query_id='1008968', doc_id='7249620', relevance=1, iteration='0')
TrecQrel(query_id='1008951', doc_id='7249642', relevance=1, iteration='0')
TrecQrel(query_id='1008947', doc_id='6048070', relevance=1, iteration='0')
TrecQrel(query_id='1008911', doc_id='7249797', relevance=1, iteration='0')
TrecQrel(query_id='1099495', doc_id='7249981', relevance=1, iteration='0')
TrecQrel(query_id='1008516', doc_id='7250297', relevance=1, iteration='0')
TrecQrel(query_id='1008515', doc_id='7250309', relevance=1, iteration='0')
TrecQrel(query_id='1099488', doc_id='552451', relevance=1, iteration='0')
TrecQrel(query_id='1008208', doc_id='7250839', relevance=1, iteration='0')
TrecQrel(query_id='1099482', doc_id='7250952', relevance=1, iteration='0')
TrecQrel(query_id='1007972', doc_id='5501299', relevance=1, iteration='0')
TrecQrel(query_id='1007972', doc_id='7250983', relevance=1, iteration='0')
TrecQrel(query_id='1007959', doc_id='7250988', relevance=1, iteration='0')
TrecQrel(query_id='1007934', doc_id='7251005', relevance=1, iteration='0')
TrecQrel(query_id='1007696', doc_id='7251223', relevance=1, iteration='0')
TrecQrel(query_id='1007691', doc_id='7251254', relevance=1, iteration='0')
TrecQrel(query_id='1007673', doc_id='7251313', relevance=1, iteration='0')
TrecQrel(query_id='1007628', doc_id='7251373', relevance=1, iteration='0')
TrecQrel(query_id='1007606', doc_id='7251478', relevance=1, iteration='0')
TrecQrel(query_id='1007550', doc_id='7251657', relevance=1, iteration='0')
TrecQrel(query_id='1007473', doc_id='7251748', relevance=1, iteration='0')
TrecQrel(query_id='1007382', doc_id='7251891', relevance=1, iteration='0')
TrecQrel(query_id='1007242', doc_id='7252114', relevance=1, iteration='0')
TrecQrel(query_id='1006911', doc_id='7252452', relevance=1, iteration='0')
TrecQrel(query_id='1006852', doc_id='7252539', relevance=1, iteration='0')
TrecQrel(query_id='1006791', doc_id='7252662', relevance=1, iteration='0')
TrecQrel(query_id='1006751', doc_id='7252704', relevance=1, iteration='0')
TrecQrel(query_id='1006580', doc_id='7252995', relevance=1, iteration='0')
TrecQrel(query_id='1006578', doc_id='7253021', relevance=1, iteration='0')
TrecQrel(query_id='1006509', doc_id='7253087', relevance=1, iteration='0')
TrecQrel(query_id='1006459', doc_id='7253127', relevance=1, iteration='0')
TrecQrel(query_id='1006199', doc_id='7253369', relevance=1, iteration='0')
TrecQrel(query_id='1006000', doc_id='7253729', relevance=1, iteration='0')
TrecQrel(query_id='1099456', doc_id='7253732', relevance=1, iteration='0')
TrecQrel(query_id='1005949', doc_id='7253932', relevance=1, iteration='0')
TrecQrel(query_id='1005888', doc_id='7254039', relevance=1, iteration='0')
TrecQrel(query_id='1005798', doc_id='7254169', relevance=1, iteration='0')
TrecQrel(query_id='1099452', doc_id='7254196', relevance=1, iteration='0')
TrecQrel(query_id='1099452', doc_id='7254200', relevance=1, iteration='0')
TrecQrel(query_id='1099451', doc_id='7254297', relevance=1, iteration='0')
TrecQrel(query_id='1005653', doc_id='7254368', relevance=1, iteration='0')
TrecQrel(query_id='1005595', doc_id='7254457', relevance=1, iteration='0')
TrecQrel(query_id='1005586', doc_id='7254481', relevance=1, iteration='0')
TrecQrel(query_id='1005475', doc_id='7254682', relevance=1, iteration='0')
TrecQrel(query_id='1005131', doc_id='7255023', relevance=1, iteration='0')
TrecQrel(query_id='1005113', doc_id='7255058', relevance=1, iteration='0')
TrecQrel(query_id='1004949', doc_id='7255219', relevance=1, iteration='0')
TrecQrel(query_id='1004921', doc_id='2219080', relevance=1, iteration='0')
TrecQrel(query_id='1099433', doc_id='7255675', relevance=1, iteration='0')
TrecQrel(query_id='1004322', doc_id='7255713', relevance=1, iteration='0')
TrecQrel(query_id='1004258', doc_id='1091351', relevance=1, iteration='0')
TrecQrel(query_id='1004254', doc_id='7255880', relevance=1, iteration='0')
TrecQrel(query_id='1004243', doc_id='7255970', relevance=1, iteration='0')
TrecQrel(query_id='1004240', doc_id='7256015', relevance=1, iteration='0')
TrecQrel(query_id='1004233', doc_id='7256069', relevance=1, iteration='0')
TrecQrel(query_id='1004228', doc_id='7256085', relevance=1, iteration='0')
TrecQrel(query_id='1004191', doc_id='7256142', relevance=1, iteration='0')
TrecQrel(query_id='1004167', doc_id='7256223', relevance=1, iteration='0')
TrecQrel(query_id='1003849', doc_id='7256703', relevance=1, iteration='0')
TrecQrel(query_id='1003831', doc_id='7256738', relevance=1, iteration='0')
TrecQrel(query_id='1003695', doc_id='7256943', relevance=1, iteration='0')
TrecQrel(query_id='1003603', doc_id='7257114', relevance=1, iteration='0')
TrecQrel(query_id='1003590', doc_id='7257142', relevance=1, iteration='0')
TrecQrel(query_id='1003557', doc_id='7257177', relevance=1, iteration='0')
TrecQrel(query_id='1003507', doc_id='7257315', relevance=1, iteration='0')
TrecQrel(query_id='1003482', doc_id='7257371', relevance=1, iteration='0')
TrecQrel(query_id='1003481', doc_id='7257383', relevance=1, iteration='0')
TrecQrel(query_id='1003359', doc_id='7257719', relevance=1, iteration='0')
TrecQrel(query_id='1003351', doc_id='7257766', relevance=1, iteration='0')
TrecQrel(query_id='1003319', doc_id='7257909', relevance=1, iteration='0')
TrecQrel(query_id='1003277', doc_id='7257997', relevance=1, iteration='0')
TrecQrel(query_id='1003239', doc_id='7258070', relevance=1, iteration='0')
TrecQrel(query_id='1003213', doc_id='7258172', relevance=1, iteration='0')
TrecQrel(query_id='1003015', doc_id='7258673', relevance=1, iteration='0')
TrecQrel(query_id='1003003', doc_id='7258706', relevance=1, iteration='0')
TrecQrel(query_id='1002997', doc_id='7258744', relevance=1, iteration='0')
TrecQrel(query_id='1002940', doc_id='7258820', relevance=1, iteration='0')
TrecQrel(query_id='1002938', doc_id='7258856', relevance=1, iteration='0')
TrecQrel(query_id='1002889', doc_id='7258921', relevance=1, iteration='0')
TrecQrel(query_id='1002887', doc_id='7258943', relevance=1, iteration='0')
TrecQrel(query_id='1002737', doc_id='7259260', relevance=1, iteration='0')
TrecQrel(query_id='1002716', doc_id='7259296', relevance=1, iteration='0')
TrecQrel(query_id='1099391', doc_id='7259552', relevance=1, iteration='0')
TrecQrel(query_id='1002596', doc_id='7259784', relevance=1, iteration='0')
TrecQrel(query_id='1002585', doc_id='7259816', relevance=1, iteration='0')
TrecQrel(query_id='1002584', doc_id='7259822', relevance=1, iteration='0')
TrecQrel(query_id='1002554', doc_id='7259880', relevance=1, iteration='0')
TrecQrel(query_id='1002482', doc_id='7260196', relevance=1, iteration='0')
TrecQrel(query_id='1002426', doc_id='2332638', relevance=1, iteration='0')
TrecQrel(query_id='1002330', doc_id='2339676', relevance=1, iteration='0')
TrecQrel(query_id='1002274', doc_id='7260599', relevance=1, iteration='0')
TrecQrel(query_id='1002252', doc_id='7260612', relevance=1, iteration='0')
TrecQrel(query_id='1002238', doc_id='7260660', relevance=1, iteration='0')
TrecQrel(query_id='1002197', doc_id='7260755', relevance=1, iteration='0')
TrecQrel(query_id='1002148', doc_id='7260887', relevance=1, iteration='0')
TrecQrel(query_id='1002145', doc_id='7260912', relevance=1, iteration='0')
TrecQrel(query_id='1002058', doc_id='7261053', relevance=1, iteration='0')
TrecQrel(query_id='1001999', doc_id='7261226', relevance=1, iteration='0')
TrecQrel(query_id='1099368', doc_id='7261293', relevance=1, iteration='0')
TrecQrel(query_id='1001926', doc_id='7261342', relevance=1, iteration='0')
TrecQrel(query_id='1001926', doc_id='321526', relevance=1, iteration='0')
TrecQrel(query_id='1001926', doc_id='7261344', relevance=1, iteration='0')
TrecQrel(query_id='1001903', doc_id='7261459', relevance=1, iteration='0')
TrecQrel(query_id='1001810', doc_id='7261579', relevance=1, iteration='0')
TrecQrel(query_id='1001810', doc_id='414827', relevance=1, iteration='0')
TrecQrel(query_id='1001454', doc_id='7261844', relevance=1, iteration='0')
TrecQrel(query_id='1001397', doc_id='7261899', relevance=1, iteration='0')
TrecQrel(query_id='1001279', doc_id='7261988', relevance=1, iteration='0')
TrecQrel(query_id='1000959', doc_id='7262211', relevance=1, iteration='0')
TrecQrel(query_id='1000906', doc_id='7262250', relevance=1, iteration='0')
TrecQrel(query_id='1000864', doc_id='7262315', relevance=1, iteration='0')
TrecQrel(query_id='1000798', doc_id='7262345', relevance=1, iteration='0')
TrecQrel(query_id='1000798', doc_id='7262346', relevance=1, iteration='0')
TrecQrel(query_id='1000681', doc_id='7262574', relevance=1, iteration='0')
TrecQrel(query_id='1000681', doc_id='7262575', relevance=1, iteration='0')
TrecQrel(query_id='1000678', doc_id='7262611', relevance=1, iteration='0')
TrecQrel(query_id='1099351', doc_id='905454', relevance=1, iteration='0')
TrecQrel(query_id='1000619', doc_id='7262777', relevance=1, iteration='0')
TrecQrel(query_id='1000585', doc_id='7262837', relevance=1, iteration='0')
TrecQrel(query_id='1000574', doc_id='7262868', relevance=1, iteration='0')
TrecQrel(query_id='1000519', doc_id='7263157', relevance=1, iteration='0')
TrecQrel(query_id='1000472', doc_id='7263224', relevance=1, iteration='0')
TrecQrel(query_id='1000459', doc_id='7263355', relevance=1, iteration='0')
TrecQrel(query_id='1000459', doc_id='7263359', relevance=1, iteration='0')
TrecQrel(query_id='1000319', doc_id='7263672', relevance=1, iteration='0')
TrecQrel(query_id='1099342', doc_id='7263722', relevance=1, iteration='0')
TrecQrel(query_id='1000272', doc_id='7263747', relevance=1, iteration='0')
TrecQrel(query_id='1102121', doc_id='7263848', relevance=1, iteration='0')
TrecQrel(query_id='1099340', doc_id='7263857', relevance=1, iteration='0')
TrecQrel(query_id='1000232', doc_id='7263962', relevance=1, iteration='0')
TrecQrel(query_id='1000170', doc_id='7264060', relevance=1, iteration='0')
TrecQrel(query_id='1000083', doc_id='2745456', relevance=1, iteration='0')
TrecQrel(query_id='1000030', doc_id='7264233', relevance=1, iteration='0')
TrecQrel(query_id='1000017', doc_id='7264235', relevance=1, iteration='0')
TrecQrel(query_id='1000006', doc_id='7264253', relevance=1, iteration='0')
TrecQrel(query_id='1000004', doc_id='7264266', relevance=1, iteration='0')
TrecQrel(query_id='1000000', doc_id='7264308', relevance=1, iteration='0')
TrecQrel(query_id='999942', doc_id='7264376', relevance=1, iteration='0')
TrecQrel(query_id='999921', doc_id='7264444', relevance=1, iteration='0')
TrecQrel(query_id='999836', doc_id='7264569', relevance=1, iteration='0')
TrecQrel(query_id='999791', doc_id='7264701', relevance=1, iteration='0')
TrecQrel(query_id='999756', doc_id='7264766', relevance=1, iteration='0')
TrecQrel(query_id='999691', doc_id='7264912', relevance=1, iteration='0')
TrecQrel(query_id='999685', doc_id='7264931', relevance=1, iteration='0')
TrecQrel(query_id='999567', doc_id='7265116', relevance=1, iteration='0')
TrecQrel(query_id='999552', doc_id='7265145', relevance=1, iteration='0')
TrecQrel(query_id='999550', doc_id='7265173', relevance=1, iteration='0')
TrecQrel(query_id='999518', doc_id='7265273', relevance=1, iteration='0')
TrecQrel(query_id='999517', doc_id='7265279', relevance=1, iteration='0')
TrecQrel(query_id='999469', doc_id='7265345', relevance=1, iteration='0')
TrecQrel(query_id='999439', doc_id='7265471', relevance=1, iteration='0')
TrecQrel(query_id='999416', doc_id='7265543', relevance=1, iteration='0')
TrecQrel(query_id='999391', doc_id='7265563', relevance=1, iteration='0')
TrecQrel(query_id='999385', doc_id='3724143', relevance=1, iteration='0')
TrecQrel(query_id='999356', doc_id='7265664', relevance=1, iteration='0')
TrecQrel(query_id='1099321', doc_id='2378522', relevance=1, iteration='0')
TrecQrel(query_id='999192', doc_id='7265906', relevance=1, iteration='0')
TrecQrel(query_id='999110', doc_id='7266132', relevance=1, iteration='0')
TrecQrel(query_id='999089', doc_id='7266164', relevance=1, iteration='0')
TrecQrel(query_id='999086', doc_id='5080241', relevance=1, iteration='0')
